Time,Distance,Pant,Ppost,LongAcc,LatAcc,LoggerTemp,Battery,RPM,TPS1,TPS2,MAP1,MAP2,DFARF,DMAP,EFI_AE,EFI_DE,WHEELSPD,DRAXSSPD,SLIP,OSASLIP,TEROGBASE,TEROG,SABASE,SA,NTK1,NTK2,KFUELLEARN,CLC1,CLC2,GEARSHIFTT,OILPRESS,FUELPRESS,BATTVOLTDI,BATTVOLTKE,WATERTEMP,OILTEMP,FUELTEMP,AIRTEMP01,AIRTEMP02,KFUELCAL,FUELUSED,FUELLEFT,GPS_Speed,GPS_Nsat,GPS_LatAcc,GPS_LonAcc,GPS_Slope,GPS_Heading,GPS_Gyro,GPS_Latitude,GPS_Longitude,GPS_Elevation
3.200,0.156,0.002441,-0.043945,-0.183343,0.175837,29.706451,13.648865,6013.700195,99.999985,0.000000,1.690500,1.690700,0.000000,0.000000,0.000000,0.000000,195.090012,0.000000,0.000000,0.000000,16324.000000,16324.000000,29.000000,29.000000,0.796875,0.826563,0.000000,0.000000,0.000000,0.000000,4.515700,4.761900,0.000000,13.572065,77.623535,106.831375,52.462749,52.807846,-10.000000,1.000000,2639.550049,0.000000,187.880005,10.000000,0.082980,0.234471,-0.368206,22.344618,0.894637,43.962172994777,12.684179469948,14.25
3.300,0.161,0.021973,0.000000,-0.156345,0.175721,29.706451,13.634033,6066.299805,99.999985,0.000000,1.708300,1.709900,0.000000,0.000000,0.000000,0.000000,197.230011,0.000000,0.000000,0.000000,16436.000000,16436.000000,29.000000,29.000000,0.796875,0.813281,0.000000,0.000000,0.000000,0.000000,4.451200,4.698400,0.000000,13.429684,78.345100,107.898041,52.713730,53.341179,-10.000000,1.000000,2640.050049,0.000000,188.680008,10.000000,0.102991,0.240526,-0.385395,22.450045,1.119236,43.962217712678,12.684205237259,14.17
3.400,0.166,-0.004883,0.000000,-0.186213,0.171223,29.706451,13.631287,6145.600098,99.999985,0.000000,1.670900,1.669300,0.000000,0.000000,0.000000,0.000000,200.570007,0.000000,0.000000,0.000000,16324.000000,16324.000000,29.000000,29.000000,0.796094,0.817969,0.000000,0.000000,0.000000,0.000000,4.458400,4.628300,0.000000,13.441988,77.090195,107.270592,52.400002,53.027454,-10.000000,1.000000,2640.550049,0.000000,189.490005,10.000000,0.119052,0.249512,-0.402011,22.576096,1.293415,43.962262635678,12.684231333185,14.08
3.500,0.171,-0.043945,0.000000,-0.212748,0.151595,29.706451,13.606567,6040.000000,99.999985,0.000000,1.710400,1.713400,0.000000,0.000000,0.000000,0.000000,196.339996,0.000000,0.000000,0.000000,16415.000000,16415.000000,29.000000,29.000000,0.790625,0.800000,0.000000,0.000000,0.000000,0.000000,4.435700,4.684300,0.000000,13.536909,76.086273,106.643143,52.117649,52.745102,-10.000000,1.000000,2641.100098,0.000000,190.400009,10.000000,0.130078,0.258944,-0.414043,22.704437,1.382797,43.962307103455,12.684257425582,13.99
3.600,0.177,0.000000,0.000000,-0.182208,0.125366,29.706451,13.603271,6180.799805,99.999985,0.000000,1.669000,1.679300,0.000000,0.000000,0.000000,0.000000,201.300003,0.000000,0.000000,0.000000,16121.000000,16121.000000,29.000000,29.000000,0.802344,0.826563,0.000000,0.000000,0.000000,0.000000,4.526700,4.597000,0.000000,13.408590,77.341179,106.015686,52.117649,52.745102,-10.000000,1.000000,2642.100098,0.000000,191.400009,10.000000,0.136642,0.266783,-0.430659,22.853405,1.446968,43.962351739075,12.684283798794,13.90
3.700,0.182,-0.004883,-0.007324,-0.156479,0.132517,29.706451,13.573608,6224.000000,99.999985,0.000000,1.674600,1.670100,0.000000,0.000000,0.000000,0.000000,201.929993,0.000000,0.000000,0.000000,16338.000000,16338.000000,29.000000,29.000000,0.782031,0.813281,0.000000,0.000000,0.000000,0.000000,4.557600,4.606700,0.000000,13.542183,78.376472,105.450981,52.117649,52.745102,-10.000000,1.000000,2643.050049,0.000000,192.400009,10.000000,0.138873,0.270097,-0.442118,23.002375,1.465303,43.962396893246,12.684310647189,13.82
3.800,0.187,-0.043945,-0.065918,-0.168924,0.169432,29.706451,13.571411,6145.399902,99.999985,0.000000,1.721100,1.721100,0.000000,0.000000,0.000000,0.000000,199.699997,0.000000,0.000000,0.000000,16527.000000,16527.000000,29.000000,29.000000,0.789063,0.821094,0.000000,0.000000,0.000000,0.000000,4.526200,4.695300,0.000000,13.587886,77.435295,105.450981,52.117649,52.745102,-10.000000,1.000000,2643.550049,0.000000,193.400009,10.100000,0.137980,0.268249,-0.453577,23.151342,1.440093,43.962442569680,12.684337960042,13.73
3.900,0.193,-0.007324,0.000000,-0.174365,0.173937,29.706451,13.551636,6173.600098,99.999985,0.000000,1.686500,1.685700,0.000000,0.000000,0.000000,0.000000,201.429993,0.000000,0.000000,0.000000,16016.000000,16016.000000,29.000000,29.000000,0.788281,0.825781,0.000000,0.000000,0.000000,0.000000,4.439200,4.694700,0.000000,13.457808,76.682358,105.450981,52.117649,52.776474,-10.000000,1.000000,2644.050049,0.000000,194.389999,11.000000,0.134475,0.260984,-0.465036,23.299168,1.391964,43.962488390537,12.684365502742,13.64
4.000,0.198,-0.073242,0.000000,-0.165664,0.130299,29.706451,13.551086,6231.299805,99.999985,0.000000,1.694400,1.687200,0.000000,0.000000,0.000000,0.000000,200.880005,0.000000,0.000000,0.000000,16499.000000,16499.000000,29.000000,29.000000,0.782812,0.805469,0.000000,0.000000,0.000000,0.000000,4.454900,4.591400,0.000000,13.686323,77.623535,105.450981,52.117649,53.090199,-10.000000,1.000000,2644.550049,0.000000,195.279999,11.000000,0.127847,0.251360,-0.475922,23.435532,1.320917,43.962533640501,12.684392865949,13.55
4.100,0.204,-0.070801,0.000000,-0.177762,0.084904,29.706451,13.546143,6218.500000,99.999985,0.000000,1.719400,1.719400,0.000000,0.000000,0.000000,0.000000,201.740005,0.000000,0.000000,0.000000,16289.000000,16289.000000,29.000000,29.000000,0.796094,0.811719,0.000000,0.000000,0.000000,0.000000,4.502700,4.654300,0.000000,13.457808,78.407845,105.513725,52.149021,53.372551,-10.000000,1.000000,2645.100098,0.000000,196.080002,11.000000,0.118542,0.241354,-0.482225,23.560436,1.224661,43.962578992492,12.684420399549,13.46
4.200,0.209,-0.043945,-0.009766,-0.200426,0.050851,29.706451,13.544495,6246.000000,99.999985,0.000000,1.671200,1.671200,0.000000,0.000000,0.000000,0.000000,203.089996,0.000000,0.000000,0.000000,16107.000000,16107.000000,29.000000,29.000000,0.789063,0.805469,0.000000,0.000000,0.000000,0.000000,4.540800,4.629601,0.000000,13.419137,77.780396,106.141182,52.462749,53.372551,-10.000000,1.000000,2646.100098,0.000000,196.889999,11.000000,0.105541,0.233451,-0.493684,23.675028,1.084859,43.962624809813,12.684448319791,13.37
4.300,0.215,0.000000,-0.087891,-0.181321,0.016781,29.706451,13.529663,6289.399902,99.999985,0.000000,1.692900,1.692400,0.000000,0.000000,0.000000,0.000000,203.890015,0.000000,0.000000,0.000000,16205.000000,16205.000000,29.000000,29.000000,0.789063,0.812500,0.000000,0.000000,0.000000,0.000000,4.580400,4.707000,0.000000,13.638863,77.247063,106.705887,52.745102,53.403923,-10.000000,1.000000,2647.100098,0.000000,197.779999,11.000000,0.089990,0.229564,-0.504570,23.786182,0.922139,43.962671112835,12.684476631101,13.29
4.400,0.220,0.000000,0.000000,-0.104080,-0.004691,29.706451,13.529663,6277.500000,99.999985,0.000000,1.709300,1.704800,0.000000,0.000000,0.000000,0.000000,203.850006,0.000000,0.000000,0.000000,16464.000000,16464.000000,29.000000,29.000000,0.789844,0.812500,0.000000,0.000000,0.000000,0.000000,4.552900,4.702100,0.000000,13.608980,77.560791,106.705887,52.745102,53.717651,-10.000000,1.000000,2648.100098,0.000000,198.570007,11.000000,0.072081,0.231412,-0.510300,23.865250,0.736501,43.962717545053,12.684505105872,13.20
